id,serp_topic_annotation,query,qid,feedback,interface_type,query_feedback_time,query_selection_time,topic_id,user,ndcg_10,total_cards_shown,num_queries_explored
1679,454, flood in tunnel,1,4,BASE_GOOGLE,2.6105430126190186,18.45080804824829,363,938,0.1009698308246751,16,6
1678,481, flood in tunnel,1,2,BASE_TIS,2.612028121948242,8.854063034057617,363,947,0.1009698308246751,16,4
1677,465, train disaster,4,5,BASE,2.7023251056671143,1.6237030029296875,363,949,0.5770557806483209,16,6
1676,444, airport security procedures,5,3,BASE_GOOGLE,4.350027799606323,14.881176948547363,341,928,0.4382999807415574,16,4
1675,444, airport security mesasures,6,5,BASE_GOOGLE,5.5994648933410645,17.22827410697937,341,928,0.4923908681256006,16,4
1674,465, floods in football tunnels,2,2,BASE,3.829415082931519,1.823657989501953,363,949,0.2165369092592105,16,6
1673,484, fatal storm,1,5,BASE,1.6391808986663818,5.949005842208862,408,955,0.3436966791443692,16,5
1672,481, train tunnel flood,3,5,BASE_TIS,1.470674991607666,2.303691864013672,363,947,0.4646665026330443,16,4
1671,488, airport security mesasures,6,5,BASE_GOOGLE,2.839092969894409,9.341089010238647,341,953,0.4923908681256006,30,2
1670,482, piracy ship boarded,5,5,BASE_GOOGLE,2.7954318523406982,7.136660099029541,367,954,0.5996986609463215,30,2
1669,484, deadly storm,5,5,BASE,2.070059061050415,7.733669996261597,408,955,0.492006202774515,30,5
1668,476, transport tunnel explosion,6,6,BASE,4.666088819503784,3.533151149749756,363,932,0.7752387091786713,30,3
1667,454, train tunnel flood,3,4,BASE_GOOGLE,2.2782199382781982,2.299402952194214,363,938,0.4646665026330443,30,6
1666,484, tropical storm hit,2,4,BASE,2.4610400199890137,15.76681900024414,408,955,0.5541431912151693,30,5
1665,465, transport tunnel explosion,6,4,BASE,3.0231449604034424,7.220900058746338,363,949,0.7752387091786713,30,6
1664,477, airport security mesasures,6,4,BASE_GOOGLE,2.768174886703491,12.279548168182371,341,930,0.4923908681256006,30,4
1663,461, airport security mesasures,6,5,BASE_TIS,2.241304874420166,5.670242786407471,341,945,0.4923908681256006,30,4
1662,454, floods in football tunnels,2,3,BASE_GOOGLE,4.561593055725098,1.6070170402526855,363,938,0.2165369092592105,30,6
1661,482, somali pirates,4,4,BASE_GOOGLE,2.951962947845459,13.305402994155884,367,954,0.6205601922318716,30,2
1660,484, deadly storm,5,4,BASE,2.7346599102020264,2.988981008529663,408,955,0.492006202774515,30,5
1659,483, airpots sercuity measures,1,5,BASE,2.316112995147705,8.08060598373413,341,952,0.2894294411838796,30,2
1658,481, transport tunnel explosion,6,2,BASE_TIS,2.868550062179565,3.83421802520752,363,947,0.7752387091786713,30,4
1657,456, deadly storm,5,4,BASE_TIS,5.0524070262908936,8.42136287689209,408,940,0.492006202774515,30,5
1656,470, somali pirates,4,6,BASE_GOOGLE,7.484538793563843,2.7679319381713867,367,953,0.6205601922318716,30,3
1655,465, fire in transportation tunnels,5,3,BASE,4.267867088317871,18.332128047943115,363,949,0.8176278414979145,30,6
1654,454, fire in transportation tunnels,5,3,BASE_GOOGLE,4.097564935684204,1.6300649642944336,363,938,0.8176278414979145,30,6
1653,481, fire in transportation tunnels,5,3,BASE_TIS,2.150812864303589,7.926651000976562,363,947,0.8176278414979145,30,4
1652,484, hurricane damage,6,5,BASE,1.896493911743164,8.552138090133667,408,955,0.828299649216492,30,5
1651,453, boats ships ilegally pirate,6,1,BASE,5.370790958404541,8.621931076049805,367,937,0.2385024498843459,30,2
1650,461, airports use security measures luggage,3,5,BASE_TIS,2.4275569915771484,2.980747938156128,341,945,0.6470962195065267,30,4
1649,477, airports use security measures luggage,3,4,BASE_GOOGLE,7.932171106338501,13.334390878677368,341,930,0.6470962195065267,30,4
1648,477, airports use security measures luggage,3,4,BASE_GOOGLE,7.066384077072144,13.334390878677368,341,930,0.6470962195065267,30,4
1647,454, train disaster,4,4,BASE_GOOGLE,4.732085943222046,4.25836992263794,363,938,0.5770557806483209,30,6
1646,476, train disaster,4,4,BASE,4.942786931991577,3.839807987213135,363,932,0.5770557806483209,30,3
1645,480, airport screening,4,5,BASE,2.524651050567627,3.510812997817993,341,955,0.8191269840632233,30,2
1644,469, deadly storm,5,5,BASE,2.982374906539917,7.540517091751099,408,952,0.492006202774515,30,2
1643,471, transport tunnel explosion,6,4,BASE_GOOGLE,2.8085498809814453,10.71434998512268,363,954,0.7752387091786713,30,5
1642,454, transport tunnel explosion,6,4,BASE_GOOGLE,11.818588972091677,4.121808052062988,363,938,0.7752387091786713,30,6
1641,476, fire in transportation tunnels,5,6,BASE,3.593536853790283,4.163750886917114,363,932,0.8176278414979145,27,3
1640,465, flood in tunnel,1,4,BASE,4.880508899688721,30.0941321849823,363,949,0.1009698308246751,27,6
1639,478, deadly storm,5,5,BASE_GOOGLE,1.7450850009918213,4.480655193328857,408,935,0.492006202774515,27,2
1638,477, airport security procedures,5,5,BASE_GOOGLE,3.882989883422852,2.605579137802124,341,930,0.4382999807415574,27,4
1637,470, pirates,2,6,BASE_GOOGLE,2.9703500270843506,6.306596994400024,367,953,0.6377031804231299,27,3
1636,480, airpots sercuity measures,1,5,BASE,2.7605888843536377,10.74763798713684,341,955,0.2894294411838796,27,2
1635,478, hurricane damage,6,5,BASE_GOOGLE,2.385936975479126,3.6080288887023926,408,935,0.828299649216492,27,2
1634,474, transport tunnel explosion,6,5,BASE_TIS,4.583858013153076,5.304003000259399,363,939,0.7752387091786713,27,7
1633,463, airports use security measures luggage,3,5,BASE_TIS,4.984575033187866,6.0424439907073975,341,947,0.6470962195065267,27,2
1632,474, flood in tunnel,1,1,BASE_TIS,3.388929843902588,1.5988619327545166,363,939,0.1009698308246751,27,7
1631,471, flood in tunnel,1,2,BASE_GOOGLE,3.337851047515869,15.722101926803589,363,954,0.1009698308246751,27,5
1630,474, floods in football tunnels,2,1,BASE_TIS,5.705111026763916,2.915382146835327,363,939,0.2165369092592105,27,7
1629,474, train disaster,4,3,BASE_TIS,5.050764083862305,4.346615076065064,363,939,0.5770557806483209,27,7
1628,475, fatal storm,1,3,BASE_GOOGLE,2.776232957839966,7.315997838973999,408,936,0.3436966791443692,27,3
1627,474, fire in transportation tunnels,5,5,BASE_TIS,3.0004358291625977,10.401825189590454,363,939,0.8176278414979145,27,7
1626,475, deadly storm,5,5,BASE_GOOGLE,2.8435308933258057,10.66531491279602,408,936,0.492006202774515,27,3
1625,471, fire in transportation tunnels,5,4,BASE_GOOGLE,4.172119855880737,2.206993103027344,363,954,0.8176278414979145,27,5
1624,470, piracy ship boarded,5,4,BASE_GOOGLE,11.548171043395996,7.731710910797119,367,953,0.5996986609463215,27,3
1623,453, pirates board ship,1,4,BASE,6.3397650718688965,10.186306953430176,367,937,0.5040935371655748,27,2
1622,473, airports use security measures luggage,3,5,BASE,4.021869897842407,7.896045923233032,341,946,0.6470962195065267,27,3
1621,472, hurricane damage,6,5,BASE_GOOGLE,4.150791883468628,12.259269952774048,408,929,0.828299649216492,27,2
1620,456, fatal storm,1,2,BASE_TIS,15.656248092651367,44.18955397605896,408,940,0.3436966791443692,27,5
1619,451, train tunnel flood,3,2,BASE_GOOGLE,2.583475112915039,8.996639013290405,363,935,0.4646665026330443,27,7
1618,449, carry on luggage airport,2,4,BASE_TIS,6.117267847061157,30.645107984542847,341,933,0.3911296106359335,27,2
1617,465, train tunnel flood,3,5,BASE,9.670671939849854,8.125275135040283,363,949,0.4646665026330443,27,6
1616,451, floods in football tunnels,2,2,BASE_GOOGLE,4.569347143173218,1.5976619720458984,363,935,0.2165369092592105,27,7
1615,475, tropical storm hit,2,5,BASE_GOOGLE,4.741834163665772,3.06323504447937,408,936,0.5541431912151693,27,3
1614,474, transport tunnel explosion,6,4,BASE_TIS,3.425739049911499,10.169891119003296,363,939,0.7752387091786713,48,7
1613,471, train tunnel flood,3,4,BASE_GOOGLE,3.719395160675049,10.45958685874939,363,954,0.4646665026330443,48,5
1612,472, typhoon property damage,3,5,BASE_GOOGLE,3.796650886535645,7.560147047042847,408,929,0.6726933800270176,48,2
1611,451, fire in transportation tunnels,5,4,BASE_GOOGLE,2.763876914978028,6.4527201652526855,363,935,0.8176278414979145,48,7
1610,461, carry on luggage airport,2,2,BASE_TIS,5.26178503036499,8.043004035949707,341,945,0.3911296106359335,48,4
1609,473, airport screening,4,5,BASE,2.5636990070343018,6.47561502456665,341,946,0.8191269840632233,48,3
1608,451, train disaster,4,5,BASE_GOOGLE,4.0041420459747314,26.187185049057007,363,935,0.5770557806483209,48,7
1607,474, train tunnel flood,3,5,BASE_TIS,3.315290927886963,8.374365091323853,363,939,0.4646665026330443,48,7
1606,463, airport security mesasures,6,1,BASE_TIS,5.424908876419067,8.081692934036255,341,947,0.4923908681256006,48,2
1605,446, pirates board ship,1,2,BASE_GOOGLE,2.5860180854797363,2.838998794555664,367,930,0.5040935371655748,48,3
1604,473, airport security mesasures,6,5,BASE,3.603930950164795,9.9622220993042,341,946,0.4923908681256006,48,3
1603,448, pirates board ship,1,6,BASE,30.525644063949585,6.420127868652344,367,932,0.5040935371655748,48,2
1602,461, airport security procedures,5,4,BASE_TIS,3.73305892944336,12.202049016952516,341,945,0.4382999807415574,48,4
1601,471, transport tunnel explosion,6,4,BASE_GOOGLE,8.233352899551392,17.865435123443604,363,954,0.7752387091786713,48,5
1600,451, transport tunnel explosion,6,4,BASE_GOOGLE,4.721923112869263,13.90717101097107,363,935,0.7752387091786713,48,7
1599,469, typhoon property damage,3,4,BASE,9.27989101409912,9.812428951263428,408,952,0.6726933800270176,48,2
1598,467, train tunnel flood,3,5,BASE,3.4450559616088867,16.15852403640747,363,931,0.4646665026330443,48,4
1597,451, train disaster,4,5,BASE_GOOGLE,3.1305739879608154,2.8943707942962646,363,935,0.5770557806483209,48,7
1596,452, pirates board ship,1,3,BASE_GOOGLE,3.741074085235596,18.214900016784668,367,936,0.5040935371655748,48,3
1595,455, hyphoon damage,4,1,BASE_TIS,3.0026159286499023,2.036079168319702,408,939,0.3347092472444263,48,6
1594,462, flood in tunnel,1,4,BASE,3.4549131393432617,4.059828996658325,363,946,0.1009698308246751,48,2
1593,455, hurricane damage,6,4,BASE_TIS,3.062023878097534,3.247980833053589,408,939,0.828299649216492,48,6
1592,455, fatal storm,1,3,BASE_TIS,5.126078844070435,10.470784902572632,408,939,0.3436966791443692,48,6
1591,446, piracy ship boarded,5,2,BASE_GOOGLE,2.578320980072021,9.807385921478271,367,930,0.5996986609463215,48,3
1590,467, flood in tunnel,1,3,BASE,5.535391807556152,4.25265383720398,363,931,0.1009698308246751,48,4
1589,445, somali pirates,4,4,BASE_GOOGLE,4.315944910049439,5.728678226470947,367,929,0.6205601922318716,48,2
1588,462, fire in transportation tunnels,5,5,BASE,5.10226321220398,15.863056182861328,363,946,0.8176278414979145,48,2
1587,455, tropical storm hit,2,5,BASE_TIS,3.0217111110687256,9.666311025619509,408,939,0.5541431912151693,48,6
1586,467, transport tunnel explosion,6,2,BASE,2.128000020980835,9.496581077575684,363,931,0.7752387091786713,48,4
1585,467, fire in transportation tunnels,5,2,BASE,25.583287954330444,61.02939796447754,363,931,0.8176278414979145,48,4
1584,451, flood in tunnel,1,2,BASE_GOOGLE,4.460805177688599,6.602695941925049,363,935,0.1009698308246751,48,7
1583,452, piracy ship boarded,5,3,BASE_GOOGLE,3.132611036300659,3.869105100631714,367,936,0.5996986609463215,48,3
1582,449, airport security mesasures,6,5,BASE_TIS,9.787001848220823,2.345345020294189,341,933,0.4923908681256006,48,2
1581,455, typhoon property damage,3,5,BASE_TIS,4.639775991439819,15.157854080200195,408,939,0.6726933800270176,48,6
1579,446, somali pirates,4,2,BASE_GOOGLE,5.021216869354248,15.26103901863098,367,930,0.6205601922318716,48,2
1578,447, tropical storm hit,2,4,BASE,2.365165948867798,14.579522132873535,408,931,0.5541431912151693,48,2
1577,448, boats ships ilegally pirate,6,2,BASE,9.464797973632812,19.40018391609192,367,932,0.2385024498843459,48,2
1575,447, deadly storm,5,6,BASE,3.213549852371216,8.815195083618164,408,931,0.492006202774515,48,6
1574,445, instances of piracy,3,3,BASE_GOOGLE,4.838886022567749,15.460369110107422,367,929,0.1794770986900752,48,3
1573,455, deadly storm,5,4,BASE_TIS,8.42640209197998,11.19458794593811,408,939,0.492006202774515,48,1
1571,452, somali pirates,4,1,BASE_GOOGLE,5.322847127914429,11.05075192451477,367,936,0.6205601922318716,48,1
1570,440, fatal storm,1,2,BASE_WAPO,6.049687147140503,20.340456008911133,408,923,0.3436966791443692,48,5
1569,423, carry on luggage airport,2,4,BASE_WAPO,5.694615840911865,10.353002071380615,341,923,0.3911296106359335,48,1
1568,439, hurricane damage,6,5,BASE_WAPO,3.008906126022339,5.341360092163086,408,922,0.828299649216492,48,4
1567,422, airpots sercuity measures,1,2,BASE_WAPO,5.9575300216674805,5.040048122406006,341,922,0.2894294411838796,48,6
1566,438, piracy ship boarded,5,4,BASE_WAPO,3.639608144760132,33.34522199630737,367,909,0.5996986609463215,30,6
1565,437, train disaster,4,3,BASE_WAPO,4.63664984703064,2.8220748901367188,363,924,0.5770557806483209,30,5
1564,436, fatal storm,1,4,RAND,3.773513078689575,17.615952968597412,408,920,0.3436966791443692,30,4
1563,436, deadly storm,5,2,RAND,4.078778982162476,2.727800130844116,408,920,0.492006202774515,30,4
1562,422, airpots sercuity measures,1,5,BASE_WAPO,9.636823892593384,2.826233148574829,341,922,0.2894294411838796,30,3
1561,437, flood in tunnel,1,1,BASE_WAPO,4.97172999382019,6.635327100753784,363,924,0.1009698308246751,30,6
1560,437, transport tunnel explosion,6,2,BASE_WAPO,5.089667081832886,6.4477150440216064,363,924,0.7752387091786713,30,6
1559,395, fire in transportation tunnels,5,3,BASE_WAPO,17.11416792869568,13.485522031784058,363,909,0.8176278414979145,30,2
1558,436, hyphoon damage,4,1,RAND,3.793888092041016,4.1866230964660645,408,920,0.3347092472444263,30,5
1557,436, typhoon property damage,3,2,RAND,7.469074010848999,9.42335081100464,408,920,0.6726933800270176,30,5
1556,423, airport security mesasures,6,5,BASE_WAPO,6.027633905410767,17.125706911087036,341,923,0.4923908681256006,30,6
1555,422, airports use security measures luggage,3,5,BASE_WAPO,2.5787930488586426,4.154808044433594,341,922,0.6470962195065267,30,8
1554,422, airpots sercuity measures,1,4,BASE_WAPO,7.509577989578247,343.038281917572,341,922,0.2894294411838796,30,5
1553,436, hurricane damage,6,4,RAND,4.9661500453948975,5.665668964385986,408,920,0.828299649216492,30,4
1552,434, instances of piracy,3,4,BASE_WAPO,2.862498044967652,7.488656997680664,367,910,0.1794770986900752,30,8
1551,422, airports use security measures luggage,3,4,BASE_WAPO,4.089057922363281,11.802706003189089,341,922,0.6470962195065267,30,6
1550,437, fire in transportation tunnels,5,2,BASE_WAPO,6.080889940261841,5.208538055419922,363,924,0.8176278414979145,30,8
1549,434, boats ships ilegally pirate,6,4,BASE_WAPO,3.389630079269409,3.0363070964813232,367,910,0.2385024498843459,30,8
1548,436, tropical storm hit,2,2,RAND,4.075318098068237,9.89542293548584,408,920,0.5541431912151693,30,2
1547,434, pirates,2,1,BASE_WAPO,3.272139072418213,2.945783853530884,367,910,0.6377031804231299,30,4
1546,434, piracy ship boarded,5,1,BASE_WAPO,7.62207293510437,2.9513309001922607,367,910,0.5996986609463215,30,6
1545,424, deadly storm,5,3,BASE_WAPO,9.31568193435669,17.626996994018555,408,924,0.492006202774515,30,8
1544,432, airports use security measures luggage,3,5,BASE_WAPO,2.8155159950256348,2.8449971675872803,341,896,0.6470962195065267,30,6
1543,435, pirates board ship,1,1,RAND,2.7377350330352783,1.6655240058898926,367,918,0.5040935371655748,30,3
1542,434, somali pirates,4,4,BASE_WAPO,5.687002897262573,2.974236011505127,367,910,0.6205601922318716,30,6
1541,435, pirates,2,1,RAND,3.072165012359619,1.794668197631836,367,918,0.6377031804231299,30,4
1540,431, hurricane damage,6,6,RAND,3.926965951919556,4.453092813491821,408,908,0.828299649216492,30,5
1539,435, somali pirates,4,4,RAND,2.644105911254883,1.3668129444122314,367,918,0.6205601922318716,30,6
1538,432, airport security mesasures,6,5,BASE_WAPO,4.4415600299835205,1.9362149238586424,341,896,0.4923908681256006,30,8
1537,430, train disaster,4,1,BASE_WAPO,3.6989920139312735,1.6592609882354736,363,907,0.5770557806483209,30,6
1536,435, piracy ship boarded,5,4,RAND,2.700032949447632,1.4215741157531738,367,918,0.5996986609463215,32,5
1535,434, boats ships ilegally pirate,6,3,BASE_WAPO,4.872194051742554,5.252862930297852,367,910,0.2385024498843459,32,6
1534,409, airport screening,4,4,RAND,4.118057012557983,18.2663152217865,341,920,0.8191269840632233,32,3
1533,430, flood in tunnel,1,1,BASE_WAPO,4.152707815170288,3.9598848819732666,363,907,0.1009698308246751,32,6
1532,435, boats ships ilegally pirate,6,2,RAND,2.229079008102417,5.440207958221436,367,918,0.2385024498843459,32,8
1531,431, fatal storm,1,3,RAND,5.140832901000977,4.350564956665039,408,908,0.3436966791443692,32,4
1530,435, instances of piracy,3,2,RAND,4.268887996673584,5.534174919128418,367,918,0.1794770986900752,32,5
1529,434, pirates board ship,1,1,BASE_WAPO,4.951938152313232,7.474961042404175,367,910,0.5040935371655748,32,4
1528,432, airport screening,4,4,BASE_WAPO,4.3735198974609375,5.914628028869629,341,896,0.8191269840632233,32,3
1527,430, fire in transportation tunnels,5,2,BASE_WAPO,4.384635925292969,9.11398696899414,363,907,0.8176278414979145,32,6
1526,432, airport security procedures,5,4,BASE_WAPO,3.051316976547241,5.2260048389434814,341,896,0.4382999807415574,32,6
1525,431, typhoon property damage,3,6,RAND,8.457705020904541,12.989274978637695,408,908,0.6726933800270176,32,8
1524,405, airpots sercuity measures,1,2,RAND,2.39908504486084,1.5694580078125,341,918,0.2894294411838796,12,2
1523,405, airport security procedures,5,5,RAND,4.2168052196502686,1.9387619495391848,341,918,0.4382999807415574,12,6
1522,434, instances of piracy,3,3,BASE_WAPO,8.516479969024658,18.53873300552368,367,910,0.1794770986900752,32,6
1521,433, pirates,2,6,RAND,5.543240070343018,49.70412397384644,367,917,0.6377031804231299,32,5
1520,427, fire in transportation tunnels,5,3,BASE_WAPO,5.2834179401397705,2.46390700340271,363,898,0.8176278414979145,32,2
1519,405, airport screening,4,4,RAND,3.0644400119781494,4.333888053894043,341,918,0.8191269840632233,32,2
1518,430, train tunnel flood,3,3,BASE_WAPO,3.964812994003296,5.443604946136475,363,907,0.4646665026330443,32,6
1517,433, boats ships ilegally pirate,6,6,RAND,8.54270601272583,6.797626972198486,367,917,0.2385024498843459,32,5
1516,424, typhoon property damage,3,4,BASE_WAPO,11.752436876296995,25.530903816223145,408,924,0.6726933800270176,32,4
1515,405, airports use security measures luggage,3,4,RAND,4.10332989692688,3.1178550720214844,341,918,0.6470962195065267,32,6
1514,430, transport tunnel explosion,6,4,BASE_WAPO,3.0276029109954834,31.94375681877136,363,907,0.7752387091786713,32,6
1513,429, hurricane damage,6,5,BASE_WAPO,5.157175064086914,10.683645963668823,408,900,0.828299649216492,12,3
1512,409, airpots sercuity measures,1,4,RAND,5.702399969100952,88.33109283447266,341,920,0.2894294411838796,12,6
1511,405, carry on luggage airport,2,2,RAND,3.553421974182129,17.15293598175049,341,918,0.3911296106359335,32,9
1510,395, floods in football tunnels,2,1,BASE_WAPO,7.383668899536133,35.84655785560608,363,909,0.2165369092592105,32,4
1509,405, airport security mesasures,6,5,RAND,8.26783013343811,28.749547958374023,341,918,0.4923908681256006,32,2
1508,396, deadly storm,5,1,BASE_WAPO,3.7020680904388423,4.296242952346802,408,910,0.492006202774515,32,5
1507,429, tropical storm hit,2,5,BASE_WAPO,4.398032188415527,13.898078918457031,408,900,0.5541431912151693,32,3
1506,403, flood in tunnel,1,6,RAND,4.759676933288574,9.304654121398926,363,917,0.1009698308246751,32,6
1505,382, pirates,2,2,BASE_WAPO,3.559079885482788,6.008376121520996,367,896,0.6377031804231299,32,6
1504,426, transport tunnel explosion,6,5,BASE_WAPO,5.08265495300293,32.64447498321533,363,885,0.7752387091786713,12,6
1503,425, fire in transportation tunnels,5,2,BASE_WAPO,4.121986150741577,4.139427900314331,363,916,0.8176278414979145,12,3
1502,427, flood in tunnel,1,2,BASE_WAPO,2.5320119857788086,1.5211350917816162,363,898,0.1009698308246751,32,5
1501,425, floods in football tunnels,2,3,BASE_WAPO,6.124769926071167,2.2235770225524902,363,916,0.2165369092592105,32,6
1500,395, train disaster,4,5,BASE_WAPO,11.172738075256348,97.89317083358765,363,909,0.5770557806483209,32,3
1499,382, instances of piracy,3,1,BASE_WAPO,5.158369064331055,3.766187906265259,367,896,0.1794770986900752,32,6
1498,425, train disaster,4,4,BASE_WAPO,4.642240047454834,14.216717958450316,363,916,0.5770557806483209,20,4
1497,426, train disaster,4,4,BASE_WAPO,7.330613851547241,5.9392030239105225,363,885,0.5770557806483209,20,2
1496,427, fire in transportation tunnels,5,3,BASE_WAPO,3.8065531253814697,9.17855978012085,363,898,0.8176278414979145,20,6
1495,429, deadly storm,5,5,BASE_WAPO,3.617470979690552,15.759521007537842,408,900,0.492006202774515,20,9
1494,428, deadly storm,5,6,BASE_WAPO,5.662544012069702,10.71110701560974,408,921,0.492006202774515,20,2
